track_id,track_title,album,kworb_total_streams,kworb_match_score,kworb_fetch_date,billboard_hot100_peak,billboard_hot100_weeks_on_chart,billboard_hot100_debut_date,charted_hot100,riaa_certification,riaa_cert_date,duration_seconds,fetch_timestamp,parser_note
amen_cruel_summer_yeezus_build_up,Amen,Yeezus,4522076,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
awesome_cruel_summer_yeezus_build_up,Awesome,Yeezus,,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='Amen';best_score=54.55
i_wish_you_would_cruel_summer_yeezus_build_up,I Wish You Would,Yeezus,28362100,100.00,2026-05-10,78,,2012-06-27,True,Gold,,238,2026-05-12T16:42:07Z,
the_one_cruel_summer_yeezus_build_up,The One,Yeezus,156007237,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,"Billboard chart data removed; chart attribution belongs to the ""The One"" Hot 100 listing for Wikipedia release year 2015, not this era's track."
to_the_world_cruel_summer_yeezus_build_up,To the World,Yeezus,16526057,100.00,2026-05-10,70,,2012-09-14,True,Gold,,231,2026-05-12T16:42:07Z,
birthday_song_cruel_summer_yeezus_build_up,Birthday Song,Yeezus,89580010,100.00,2026-05-10,47,,2012-07-24,True,2x Platinum,,306,2026-05-12T16:42:07Z,
bliss_cruel_summer_yeezus_build_up,Bliss,Yeezus,,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='Blazin';best_score=54.55
clique_cruel_summer_yeezus_build_up,Clique,Yeezus,361322002,100.00,2026-05-10,12,,2012-09-07,True,4x Platinum,,293,2026-05-12T16:42:07Z,
cold_cruel_summer_yeezus_build_up,Cold,Yeezus,22152386,100.00,2026-05-10,86,,2012-04-17,True,Gold,,219,2026-05-12T16:42:07Z,
creepers_cruel_summer_yeezus_build_up,Creepers,Yeezus,,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='Forever';best_score=53.33
i_don_t_like_remix_cruel_summer_yeezus_build_up,I Don't Like (Remix),Yeezus,289690852,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,Manual confirmation of kworb match below fuzzy threshold; verified by lyric content review.
mercy_cruel_summer_yeezus_build_up,Mercy,Yeezus,472619754,100.00,2026-05-10,13,,2012-04-10,True,8x Platinum,,333,2026-05-12T16:42:07Z,
sin_city_cruel_summer_yeezus_build_up,Sin City,Yeezus,,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='SKY CITY';best_score=75.00
the_morning_cruel_summer_yeezus_build_up,The Morning,Yeezus,,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='Good Morning';best_score=77.78
way_too_cold_cruel_summer_yeezus_build_up,Way Too Cold,Yeezus,22152386,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
white_dress_cruel_summer_yeezus_build_up,White Dress,Yeezus,,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='WHITE LINES (feat. Andre Troutman)';best_score=72.73
facts_yeezus,')] Facts,Yeezus,105859138,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
after_you_yeezus,After You,Yeezus,,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='All Your Fault';best_score=60.87
black_skinhead_yeezus,Black Skinhead,Yeezus,711847149,100.00,2026-05-10,69,,2013-06-19,True,3x Platinum,,188,2026-05-12T16:42:07Z,
blood_on_the_leaves_yeezus,Blood on the Leaves,Yeezus,226106658,100.00,2026-05-10,89,,2013-06-18,True,Platinum,,360,2026-05-12T16:42:07Z,
fml_yeezus,FML,Yeezus,249611270,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,"Billboard chart data removed; chart attribution belongs to the ""FML"" Hot 100 listing for Wikipedia release year 2016, not this era's track."
on_sight_yeezus,On Sight,Yeezus,240932518,100.00,2026-05-10,,,,False,Gold,,,2026-05-12T16:42:07Z,
piss_on_your_grave_yeezus,Piss On Your Grave,Yeezus,57444444,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
bound_2_yeezus,Bound 2,Yeezus,1354336083,100.00,2026-05-10,12,,2013-08-28,True,6x Platinum,,229,2026-05-12T16:42:07Z,
can_t_stop_yeezus,Can't Stop,Yeezus,24859866,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
drunk_in_love_remix_yeezus,Drunk in Love (Remix),Yeezus,152962576,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
guilt_trip_yeezus,Guilt Trip,Yeezus,67318681,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
hold_my_liquor_yeezus,Hold My Liquor,Yeezus,157949964,100.00,2026-05-10,,,,False,Gold,,,2026-05-12T16:42:07Z,
i_am_a_god_yeezus,I Am a God,Yeezus,94426761,100.00,2026-05-10,,,,False,Gold,,,2026-05-12T16:42:07Z,
i_won_yeezus,I Won,Yeezus,99930679,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
i_m_in_it_yeezus,I'm In It,Yeezus,76056681,100.00,2026-05-10,,,,False,Gold,,,2026-05-12T16:42:07Z,
jukebox_joints_yeezus,Jukebox Joints,Yeezus,312543732,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
m_p_a_yeezus,M.P.A.,Yeezus,23264726,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
mula_yeezus,Mula,Yeezus,8550840,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
new_slaves_yeezus,New Slaves,Yeezus,176844011,100.00,2026-05-10,56,,2013-06-18,True,Platinum,,256,2026-05-12T16:42:07Z,
one_man_can_change_the_world_yeezus,One Man Can Change the World,Yeezus,156007237,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
sanctified_yeezus,Sanctified,Yeezus,42742229,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,"Chart data for 'Sanctified' attaches to Rick Ross feat. Kanye 2014 release; captured on Life of Pablo corpus row, not this Yeezus session track."
send_it_up_yeezus,Send It Up,Yeezus,76518735,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
thank_you_yeezus,Thank You,Yeezus,29590748,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
u_mad_yeezus,U Mad,Yeezus,91920095,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
sanctified_the_life_of_pablo,Sanctified,The Life of Pablo,42742229,100.00,2026-05-10,78,,2014-03-03,True,,,289,2026-05-12T16:42:07Z,
only_one_the_life_of_pablo,Only One,The Life of Pablo,118590430,100.00,2026-05-10,35,,2014-12-31,True,Platinum,,282,2026-05-12T16:42:07Z,
fourfiveseconds_the_life_of_pablo,FourFiveSeconds,The Life of Pablo,1358134199,100.00,2026-05-10,4,,2015-01-24,True,3x Platinum,,188,2026-05-12T16:42:07Z,
all_day_the_life_of_pablo,All Day,The Life of Pablo,181310920,100.00,2026-05-10,15,,2015-03-03,True,Platinum,,310,2026-05-12T16:42:07Z,
30_hours_the_life_of_pablo,30 Hours,The Life of Pablo,145410525,100.00,2026-05-10,,,,False,Platinum,,,2026-05-12T16:42:07Z,
facts_charlie_heat_version_the_life_of_pablo,Facts (Charlie Heat Version),The Life of Pablo,105859138,100.00,2026-05-10,,,,False,Gold,,,2026-05-12T16:42:07Z,
feedback_the_life_of_pablo,Feedback,The Life of Pablo,138190327,100.00,2026-05-10,99,,2016-02-14,True,Platinum,,147,2026-05-12T16:42:07Z,
i_love_kanye_the_life_of_pablo,I Love Kanye,The Life of Pablo,138216043,100.00,2026-05-10,,,,False,Gold,,,2026-05-12T16:42:07Z,
low_lights_the_life_of_pablo,Low Lights,The Life of Pablo,73631832,100.00,2026-05-10,,,,False,Gold,,,2026-05-12T16:42:07Z,
no_more_parties_in_la_the_life_of_pablo,No More Parties in LA,The Life of Pablo,322766068,100.00,2026-05-10,,,,False,Platinum,,,2026-05-12T16:42:07Z,
all_we_got_the_life_of_pablo,All We Got,The Life of Pablo,181806094,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
castro_the_life_of_pablo,Castro,The Life of Pablo,42972111,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
fade_the_life_of_pablo,Fade,The Life of Pablo,273500236,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
famous_the_life_of_pablo,Famous,The Life of Pablo,698790598,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
father_stretch_my_hands_pt_1_the_life_of_pablo,Father Stretch My Hands Pt. 1,The Life of Pablo,1477281732,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
freestyle_4_the_life_of_pablo,Freestyle 4,The Life of Pablo,91140498,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
highlights_the_life_of_pablo,Highlights,The Life of Pablo,118137794,100.00,2026-05-10,,,,False,Platinum,,,2026-05-12T16:42:07Z,
pt_2_the_life_of_pablo,Pt. 2,The Life of Pablo,275903854,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
pussy_print_the_life_of_pablo,Pussy Print,The Life of Pablo,40936304,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
real_friends_the_life_of_pablo,Real Friends,The Life of Pablo,235563485,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
saint_pablo_the_life_of_pablo,Saint Pablo,The Life of Pablo,261435104,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
that_part_the_life_of_pablo,THat Part,The Life of Pablo,243119543,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
tiimmy_turner_remix_the_life_of_pablo,Tiimmy Turner (Remix),The Life of Pablo,59024824,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
ultralight_beam_the_life_of_pablo,Ultralight Beam,The Life of Pablo,400890846,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
waves_the_life_of_pablo,Waves,The Life of Pablo,523736250,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
wolves_the_life_of_pablo,Wolves,The Life of Pablo,318329714,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
ye_vs_the_people_the_life_of_pablo,Ye vs. the People,The Life of Pablo,21182400,100.00,2026-05-10,85,,2018-04-30,True,,,202,2026-05-12T16:42:07Z,
dat_side_quiet_year,Dat Side,Quiet year,,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='Side 2 Side (feat. Kayne West & Project Pat)';best_score=80.00
feel_me_quiet_year,Feel Me,Quiet year,6067287,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
glow_quiet_year,Glow,Quiet year,88468697,100.00,2026-05-10,54,,2017-06-06,True,,,206,2026-05-12T16:42:07Z,
love_yourself_quiet_year,Love Yourself,Quiet year,6727446,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
brothers_wyoming_sessions_ye_ksg,Brothers,Wyoming Sessions (ye / KSG),17875824,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,"Billboard chart data removed; chart attribution belongs to the ""Brothers"" Hot 100 listing for Wikipedia release year 2026, not this era's track."
everything_wyoming_sessions_ye_ksg,Everything,Wyoming Sessions (ye / KSG),360693631,100.00,2026-05-10,33,,2019-10-25,True,Gold,,116,2026-05-12T16:42:07Z,
i_thought_about_killing_you_wyoming_sessions_ye_ksg,I Thought About Killing You,Wyoming Sessions (ye / KSG),123949856,100.00,2026-05-10,28,,2018-06-01,True,Gold,,274,2026-05-12T16:42:07Z,
lift_yourself_wyoming_sessions_ye_ksg,Lift Yourself,Wyoming Sessions (ye / KSG),105525371,100.00,2026-05-10,,,,False,Platinum,,,2026-05-12T16:42:07Z,
no_mistakes_wyoming_sessions_ye_ksg,No Mistakes,Wyoming Sessions (ye / KSG),131438714,100.00,2026-05-10,36,,2018-06-01,True,Gold,,123,2026-05-12T16:42:07Z,
the_storm_xxx_wyoming_sessions_ye_ksg,The Storm/XXX,Wyoming Sessions (ye / KSG),,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='The Joy';best_score=60.00
violent_crimes_wyoming_sessions_ye_ksg,Violent Crimes,Wyoming Sessions (ye / KSG),942353412,100.00,2026-05-10,27,,2018-06-01,True,4x Platinum,,215,2026-05-12T16:42:07Z,
we_got_love_wyoming_sessions_ye_ksg,We Got Love,Wyoming Sessions (ye / KSG),,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='We Fight/We Love - Remix';best_score=77.78
xtcy_wyoming_sessions_ye_ksg,XTCY,Wyoming Sessions (ye / KSG),16026300,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
yikes_wyoming_sessions_ye_ksg,Yikes,Wyoming Sessions (ye / KSG),252095551,100.00,2026-05-10,8,,2018-06-08,True,Platinum,,188,2026-05-12T16:42:07Z,
4th_dimension_wyoming_sessions_ye_ksg,4th Dimension,Wyoming Sessions (ye / KSG),,,,42,,2018-06-08,True,Platinum,,153,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='Tell The Vision (feat. Kanye West & Pusha T)';best_score=57.14
cudi_montage_wyoming_sessions_ye_ksg,Cudi Montage,Wyoming Sessions (ye / KSG),,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='Monster';best_score=52.63
fire_wyoming_sessions_ye_ksg,Fire,Wyoming Sessions (ye / KSG),,,,67,,2018-06-08,True,Gold,,141,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='FRIED';best_score=66.67
reborn_wyoming_sessions_ye_ksg,Reborn,Wyoming Sessions (ye / KSG),,,,39,,2018-06-08,True,2x Platinum,,324,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='BURN';best_score=60.00
feel_the_love_wyoming_sessions_ye_ksg,Feel the Love,Wyoming Sessions (ye / KSG),,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='ALL THE LOVE (feat. Andre Troutman)';best_score=80.00
freeee_ghost_town_pt_2_wyoming_sessions_ye_ksg,Freeee (Ghost Town Pt. 2),Wyoming Sessions (ye / KSG),,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='Forever';best_score=61.54
ghost_town_wyoming_sessions_ye_ksg,Ghost Town,Wyoming Sessions (ye / KSG),772232262,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
kanga_wyoming_sessions_ye_ksg,KANGA,Wyoming Sessions (ye / KSG),57740381,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
kids_see_ghosts_wyoming_sessions_ye_ksg,Kids See Ghosts,Wyoming Sessions (ye / KSG),,,,73,,2018-06-08,True,Gold,,245,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='Use This Gospel';best_score=60.00
law_of_attraction_wyoming_sessions_ye_ksg,Law of Attraction,Wyoming Sessions (ye / KSG),,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='Dreamin Of The Past (feat. Kanye West)';best_score=50.00
new_body_wyoming_sessions_ye_ksg,New Body,Wyoming Sessions (ye / KSG),,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='New Day';best_score=80.00
one_minute_wyoming_sessions_ye_ksg,One Minute,Wyoming Sessions (ye / KSG),81588447,100.00,2026-05-10,62,,2018-12-07,True,,,197,2026-05-12T16:42:07Z,
watch_wyoming_sessions_ye_ksg,Watch,Wyoming Sessions (ye / KSG),225656499,100.00,2026-05-10,16,,2018-05-04,True,Platinum,,217,2026-05-12T16:42:07Z,
wouldn_t_leave_wyoming_sessions_ye_ksg,Wouldn't Leave,Wyoming Sessions (ye / KSG),135468540,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
i_love_it_wyoming_sessions_ye_ksg,I Love It,Wyoming Sessions (ye / KSG),770844421,100.00,2026-05-10,6,,2018-09-07,True,2x Platinum,,128,2026-05-12T16:42:07Z,
everything_we_need_jesus_is_king,Everything We Need,Jesus Is King,96803896,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
hands_on_jesus_is_king,Hands On,Jesus Is King,61002997,100.00,2026-05-10,60,,2019-10-25,True,,,203,2026-05-12T16:42:07Z,
use_this_gospel_jesus_is_king,Use This Gospel,Jesus Is King,105618886,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
water_jesus_is_king,Water,Jesus Is King,64329013,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
closed_on_sunday_jesus_is_king,Closed on Sunday,Jesus Is King,136063993,100.00,2026-05-10,17,,2019-11-28,True,Gold,,152,2026-05-12T16:42:07Z,
every_hour_jesus_is_king,Every Hour,Jesus Is King,65458227,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
follow_god_jesus_is_king,Follow God,Jesus Is King,530558303,100.00,2026-05-10,7,,2019-11-08,True,2x Platinum,,105,2026-05-12T16:42:07Z,
glory_jesus_is_king,Glory,Jesus Is King,126029949,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
god_is_jesus_is_king,God Is,Jesus Is King,268092092,100.00,2026-05-10,36,,2019-10-25,True,Platinum,,203,2026-05-12T16:42:07Z,
jesus_is_lord_jesus_is_king,Jesus Is Lord,Jesus Is King,57338635,100.00,2026-05-10,63,,2019-10-25,True,,,49,2026-05-12T16:42:07Z,
nah_nah_nah_jesus_is_king,Nah Nah Nah,Jesus Is King,,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='Jonah';best_score=75.00
selah_jesus_is_king,Selah,Jesus Is King,112334807,100.00,2026-05-10,19,,2019-10-25,True,Gold,,165,2026-05-12T16:42:07Z,
go2damoon_donda,Go2DaMoon,2020,151326963,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
donda_donda,Donda,Donda,41422617,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
god_breathed_donda,God Breathed,Donda,57197817,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
hurricane_donda,Hurricane,Donda,477954706,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
jail_donda,Jail,Donda,156136296,100.00,2026-05-10,10,,2021-08-29,True,Gold,,297,2026-05-12T16:42:07Z,
jail_pt_2_donda,Jail Pt. 2,Donda,275903854,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
jesus_lord_donda,Jesus Lord,Donda,57338635,100.00,2026-05-10,26,,2021-08-29,True,,,,2026-05-12T16:42:07Z,
jesus_lord_pt_2_donda,Jesus Lord Pt. 2,Donda,275903854,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
jonah_donda,Jonah,Donda,80088369,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
junya_donda,Junya,Donda,69314199,100.00,2026-05-10,16,,2021-08-29,True,,,148,2026-05-12T16:42:07Z,
junya_pt_2_donda,Junya Pt. 2,Donda,275903854,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
keep_my_spirit_alive_pt_2_donda,Keep My Spirit Alive Pt. 2,Donda,275903854,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
life_of_the_party_donda,Life of the Party,Donda,91032891,100.00,2026-05-10,,,,False,Gold,,,2026-05-12T16:42:07Z,
no_child_left_behind_donda,No Child Left Behind,Donda,124992272,100.00,2026-05-10,53,,2021-08-29,True,Gold,,178,2026-05-12T16:42:07Z,
off_the_grid_donda,Off the Grid,Donda,325692326,100.00,2026-05-10,11,,2021-11-14,True,Platinum,,339,2026-05-12T16:42:07Z,
ok_ok_donda,Ok Ok,Donda,66162660,100.00,2026-05-10,12,,2021-08-29,True,,,205,2026-05-12T16:42:07Z,
ok_ok_pt_2_donda,Ok Ok Pt. 2,Donda,275903854,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
praise_god_donda,Praise God,Donda,566704256,100.00,2026-05-10,20,,2021-08-29,True,2x Platinum,,226,2026-05-12T16:42:07Z,
pure_souls_donda,Pure Souls,Donda,107774005,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
remote_control_donda,Remote Control,Donda,76974482,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
remote_control_pt_2_donda,Remote Control Pt. 2,Donda,275903854,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
24_donda,24,Donda,93178519,100.00,2026-05-10,43,,2021-08-29,True,Gold,,197,2026-05-12T16:42:07Z,
believe_what_i_say_donda,Believe What I Say,Donda,154156820,100.00,2026-05-10,28,,2021-11-30,True,Gold,,242,2026-05-12T16:42:07Z,
come_to_life_donda,Come to Life,Donda,83420988,100.00,2026-05-10,77,,2021-08-29,True,,,310,2026-05-12T16:42:07Z,
donda_chant_donda,Donda Chant,Donda,41422617,100.00,2026-05-10,58,,,True,,,,2026-05-12T16:42:07Z,
heaven_and_hell_donda,Heaven and Hell,Donda,107406297,100.00,2026-05-10,42,,,True,Gold,,,2026-05-12T16:42:07Z,
lord_i_need_you_donda,Lord I Need You,Donda,64810500,100.00,2026-05-10,70,,2021-08-29,True,,,162,2026-05-12T16:42:07Z,
moon_donda,Moon,Donda,385835839,100.00,2026-05-10,17,,2021-08-29,True,Platinum,,156,2026-05-12T16:42:07Z,
new_again_donda,New Again,Donda,73994207,100.00,2026-05-10,68,,2021-08-29,True,,,183,2026-05-12T16:42:07Z,
tell_the_vision_donda,Tell the Vision,Donda,112036550,100.00,2026-05-10,49,,2021-07-16,True,,,215,2026-05-12T16:42:07Z,
never_abandon_your_family_donda,Never Abandon Your Family,Donda,9193835,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
up_from_the_ashes_donda,Up From the Ashes,Donda,11897320,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
city_of_gods_donda_2,City of Gods,Donda,139063112,100.00,2026-05-10,46,,2022-02-11,True,Gold,,256,2026-05-12T16:42:07Z,
flowers_donda_2,Flowers,Donda,10001369,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
get_lost_donda_2,Get Lost,Donda,6155912,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
happy_donda_2,Happy,Donda,,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='Therapy (feat. Kanye West)';best_score=66.67
life_donda_2,Life,Donda,591290904,100.00,2026-05-10,77,,2021-08-29,True,Gold,,310,2026-05-12T16:42:07Z,
link_up_donda_2,Link Up,Donda,,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='Send It Up';best_score=58.82
my_life_was_never_eazy_donda_2,My Life Was Never Eazy,Donda,117044196,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
possessions_donda_2,Possessions,Donda,,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='Champions';best_score=50.00
rock_n_roll_donda_2,Rock N Roll,Donda,34882463,100.00,2026-05-10,78,,,True,,,,2026-05-12T16:42:07Z,
sci_fi_donda_2,Sci Fi,Donda,,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='SCIFI';best_score=54.55
security_donda_2,Security,Donda,3482754,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
too_easy_donda_2,Too Easy,Donda,7475386,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
we_made_it_donda_2,We Made It,Donda,,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='We Can Make It Better';best_score=66.67
broken_road_donda_2,Broken Road,Donda,13096638,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
daylight_donda_2,Daylight,Donda,6872889,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
first_time_in_a_long_time_donda_2,First Time in a Long Time,Donda,5446537,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
fortunate_donda_2,Fortunate,Donda,3463323,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
louie_bags_donda_2,Louie Bags,Donda,3153237,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
mr_miyagi_donda_2,Mr. Miyagi,Donda,,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='Made In America';best_score=48.00
pablo_donda_2,Pablo,Donda,261435104,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
selfish_donda_2,Selfish,Donda,78649107,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
true_love_donda_2,True Love,Donda,411951670,100.00,2026-05-10,22,,2022-05-27,True,,,148,2026-05-12T16:42:07Z,
we_did_it_kid_donda_2,We Did It Kid,Donda,,,,,,,False,,,,2026-05-12T16:42:07Z,no_kworb_match;best_kworb_title='DO IT';best_score=57.14
back_to_me_vultures_1_vultures_2,BACK TO ME,Vultures 1 — ¥$ with Ty Dolla $ign,131097325,100.00,2026-05-10,26,,2024-02-10,True,,,295,2026-05-12T16:42:07Z,
burn_vultures_1_vultures_2,Burn,Vultures 1 — ¥$ with Ty Dolla $ign,282317997,100.00,2026-05-10,33,,,True,,,,2026-05-12T16:42:07Z,
carnival_vultures_1_vultures_2,Carnival,Vultures 1 — ¥$ with Ty Dolla $ign,900925203,100.00,2026-05-10,1,,2024-02-15,True,2x Platinum,,264,2026-05-12T16:42:07Z,
forever_vultures_1_vultures_2,FOREVER,Vultures 1 — ¥$ with Ty Dolla $ign,772381229,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,"Billboard chart data removed; chart attribution belongs to the ""FOREVER"" Hot 100 listing for Wikipedia release year 2009, not this era's track."
good_don_t_die_vultures_1_vultures_2,Good (Don't Die),Vultures 1 — ¥$ with Ty Dolla $ign,591290904,100.00,2026-05-10,93,,2024-02-10,True,,,199,2026-05-12T16:42:07Z,
keys_to_my_life_vultures_1_vultures_2,Keys to My Life,Vultures 1 — ¥$ with Ty Dolla $ign,48460083,100.00,2026-05-10,55,,,True,,,,2026-05-12T16:42:07Z,
king_vultures_1_vultures_2,King,Vultures 1 — ¥$ with Ty Dolla $ign,35516246,100.00,2026-05-10,94,,,True,,,,2026-05-12T16:42:07Z,
paid_vultures_1_vultures_2,Paid,Vultures 1 — ¥$ with Ty Dolla $ign,69333851,100.00,2026-05-10,53,,,True,,,,2026-05-12T16:42:07Z,
problematic_vultures_1_vultures_2,Problematic,Vultures 1 — ¥$ with Ty Dolla $ign,54274993,100.00,2026-05-10,79,,,True,,,,2026-05-12T16:42:07Z,
stars_vultures_1_vultures_2,Stars,Vultures 1 — ¥$ with Ty Dolla $ign,96094138,100.00,2026-05-10,39,,2024-02-10,True,,,115,2026-05-12T16:42:07Z,
talking_vultures_1_vultures_2,Talking,Vultures 1 — ¥$ with Ty Dolla $ign,74637055,100.00,2026-05-10,30,,2024-02-08,True,,,186,2026-05-12T16:42:07Z,
vultures_vultures_1_vultures_2,Vultures,auto_recovered,70432250,100.00,2026-05-10,34,,2023-11-22,True,,,277,2026-05-12T16:42:07Z,
beg_forgiveness_vultures_1_vultures_2,BEG FORGIVENESS,Vultures 1 — ¥$ with Ty Dolla $ign,55019078,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
dead_vultures_1_vultures_2,DEAD,Vultures 1 — ¥$ with Ty Dolla $ign,31141148,100.00,2026-05-10,,,,False,,,,2026-05-12T16:42:07Z,
